fuente,contenido,texto_limpio,label_sugerida,texto_preprocesado
WhatsApp,SABER SI HAY LUGARES EN 1ERO SECUNDARIA PARA NICOLAS. GRACIAS.,saber si hay lugares en 1ero secundaria para nicolas gracias,ADMIS_VACANTES,lugar 1ero secundario nico él gracia
Email,"Estimados, quisiera saber los cuotas de inicial 4 años para mi hijo Thiago.",estimados quisiera saber los cuotas de inicial 4 años para mi hijo thiago,ADMIS_COSTOS,estimado querer cuota inicial año hijo thiago
WhatsApp,Saber si hay espacios en secundaria para Nicolas. Gracias.,saber si hay espacios en secundaria para nicolas gracias,ADMIS_VACANTES,espacio secundaria nico él gracia
WhatsApp,Hola hay vacantes para 6to primaria? Mi niño se llama Sofia.,hola hay vacantes para 6to primaria mi niño se llama sofia,ADMIS_VACANTES,holar vacante 6to primaria niño llamar sofia
Email,<p><b>Solicito información de cuotas y detalles para inicial 5 años. Atte: Lucia.</b></p>,solicito información de cuotas y detalles para inicial 5 años atte lucia,ADMIS_COSTOS,solicitar información cuota detalle inicial año attir lucia
Email,"Estimados, quisiera saber los pagos de inicial 3 años para mi hijo Ana.",estimados quisiera saber los pagos de inicial 3 años para mi hijo ana,ADMIS_COSTOS,estimado querer pago inicial año hijo án
Email,"<p><b>Estimados, quisiera saber los mensualidad de inicial 4 años para mi hijo Ana.</b></p>",estimados quisiera saber los mensualidad de inicial 4 años para mi hijo ana,ADMIS_COSTOS,estimado querer mensualidad inicial año hijo án
Email,"Estimados, quisiera saber los costos de primer grado para mi hijo Sebastian.",estimados quisiera saber los costos de primer grado para mi hijo sebastian,ADMIS_COSTOS,estimado querer costo grado hijo sebastiar
Email,Solicito información de precios y detalles para 1ero primaria. Atte: Thiago.,solicito información de precios y detalles para 1ero primaria atte thiago,ADMIS_COSTOS,solicitar información precio detalle 1ero primario attar thiago
WhatsApp,Hola hay cupos para inicial 3 años? Mi niño se llama Luis.,hola hay cupos para inicial 3 años mi niño se llama luis,ADMIS_VACANTES,holar cupo inicial año niño llamar luis
Email,Solicito información de pagos y detalles para inicial 3 años. Atte: Camila.,solicito información de pagos y detalles para inicial 3 años atte camila,ADMIS_COSTOS,solicitar información pago detalle inicial año attar camilar
WhatsApp,Hola hay disponibilidad de ingreso para 1ero secundaria? Mi niño se llama Sofia.,hola hay disponibilidad de ingreso para 1ero secundaria mi niño se llama sofia,ADMIS_VACANTES,holar disponibilidad ingreso 1ero secundario niño llamar sofia
WhatsApp,HOLA HAY LUGARES PARA 1ERO PRIMARIA? MI NIÑO SE LLAMA JUAN.,hola hay lugares para 1ero primaria mi niño se llama juan,ADMIS_VACANTES,holar lugar 1ero primario niño llamar juan
Web,<p><b>charlas de admision para 6to primaria. Mi menor es Valentina.</b></p>,charlas de admision para 6to primaria mi menor es valentina,ADMIS_CITAS,charla admision 6to primario menor valentín
Email,SOLICITO INFORMACIÓN DE MENSUALIDAD Y DETALLES PARA INICIAL 5 AÑOS. ATTE: SEBASTIAN.,solicito información de mensualidad y detalles para inicial 5 años atte sebastian,ADMIS_COSTOS,solicitar información mensualidad detalle inicial año atte sebastiar
WhatsApp,Hola hay espacios para primer año? Mi niño se llama Nicolas.,hola hay espacios para primer año mi niño se llama nicolas,ADMIS_VACANTES,holar espacio año niño llamar nicola
Email,"ESTIMADOS, QUISIERA SABER LOS COSTOS DE 1ERO PRIMARIA PARA MI HIJO MATEO.",estimados quisiera saber los costos de 1ero primaria para mi hijo mateo,ADMIS_COSTOS,estimado querer costo 1ero primario hijo mateo
WhatsApp,Hola hay vacantes para 6to primaria? Mi niño se llama Valentina.,hola hay vacantes para 6to primaria mi niño se llama valentina,ADMIS_VACANTES,holar vacante 6to primaria niño llamar valentina
Web,REUNIÓN DE ADMISION PARA 1ERO PRIMARIA. MI MENOR ES NICOLAS.,reunión de admision para 1ero primaria mi menor es nicolas,OTROS,reunión admision 1ero primario menor nicola
WhatsApp,Saber si hay lugares en secundaria para Sebastian. Gracias.,saber si hay lugares en secundaria para sebastian gracias,ADMIS_VACANTES,lugar secundaria sebastiar gracias
Email,Solicito información de precios y detalles para inicial 4 años. Atte: Ana.,solicito información de precios y detalles para inicial 4 años atte ana,ADMIS_COSTOS,solicitar información precio detalle inicial año attar ana
Web,requisitos para traslado a inicial 3 años. Postulante: Maria.,requisitos para traslado a inicial 3 años postulante maria,ADMIS_REQUIS_DOC,requisito traslado inicial año postulante mario
Web,<p><b>documentación para traslado a 5to secundaria. Postulante: Mateo.</b></p>,documentación para traslado a 5to secundaria postulante mateo,ADMIS_REQUIS_DOC,documentación traslado 5to secundario postulante mateo
Email,"Estimados, quisiera saber los pagos de inicial 4 años para mi hijo Nicolas.",estimados quisiera saber los pagos de inicial 4 años para mi hijo nicolas,ADMIS_COSTOS,estimado querer pago inicial año hijo nicola
Email,Solicito información de costos y detalles para primer año. Atte: Gabriel.,solicito información de costos y detalles para primer año atte gabriel,ADMIS_COSTOS,solicitar información costo detalle año atte gabriel
Email,Solicito información de pagos y detalles para 6to primaria. Atte: Pedro.,solicito información de pagos y detalles para 6to primaria atte pedro,ADMIS_COSTOS,solicitar información pago detalle 6to primaria atte pedro
Web,CRONOGRAMA DE ADMISION PARA 1ERO PRIMARIA. MI MENOR ES PEDRO.,cronograma de admision para 1ero primaria mi menor es pedro,ADMIS_CITAS,cronograma admision 1ero primario menor pedro
WhatsApp,Saber si hay lugares en inicial 4 años para Mateo. Gracias.,saber si hay lugares en inicial 4 años para mateo gracias,ADMIS_VACANTES,lugar inicial año mateo gracias
Email,Solicito información de mensualidad y detalles para inicial 3 años. Atte: Lucia.,solicito información de mensualidad y detalles para inicial 3 años atte lucia,ADMIS_COSTOS,solicitar información mensualidad detalle inicial año attir lucia
WhatsApp,SABER SI HAY LUGARES EN INICIAL 5 AÑOS PARA ANA. GRACIAS.,saber si hay lugares en inicial 5 años para ana gracias,ADMIS_VACANTES,lugar inicial año ana gracias
Email,Solicito información de pensiones y detalles para inicial 5 años. Atte: Mateo.,solicito información de pensiones y detalles para inicial 5 años atte mateo,ADMIS_COSTOS,solicitar información pensión detalle inicial año atte mateo
Web,<p><b>partidas para traslado a inicial 4 años. Postulante: Camila.</b></p>,partidas para traslado a inicial 4 años postulante camila,ADMIS_REQUIS_DOC,partida traslado inicial año postulante camilar
Email,"Estimados, quisiera saber los mensualidad de 1ero primaria para mi hijo Thiago.",estimados quisiera saber los mensualidad de 1ero primaria para mi hijo thiago,ADMIS_COSTOS,estimado querer mensualidad 1ero primario hijo thiago
Email,Solicito información de precios y detalles para inicial 3 años. Atte: Sebastian.,solicito información de precios y detalles para inicial 3 años atte sebastian,ADMIS_COSTOS,solicitar información precio detalle inicial año atte sebastiar
Web,DOCUMENTACIÓN PARA TRASLADO A PRIMER GRADO. POSTULANTE: PEDRO.,documentación para traslado a primer grado postulante pedro,ADMIS_REQUIS_DOC,documentación traslado grado postulante pedro
Email,"Estimados, quisiera saber los pagos de secundaria para mi hijo Sofia.",estimados quisiera saber los pagos de secundaria para mi hijo sofia,ADMIS_COSTOS,estimado querer pago secundaria hijo sofia
Web,papeles para traslado a 1ero primaria. Postulante: Thiago.,papeles para traslado a 1ero primaria postulante thiago,ADMIS_REQUIS_DOC,papel traslado 1ero primaria postulante thiago
Email,"<p><b>Estimados, quisiera saber los mensualidad de primer año para mi hijo Juan.</b></p>",estimados quisiera saber los mensualidad de primer año para mi hijo juan,ADMIS_COSTOS,estimado querer mensualidad año hijo juan
Web,cronograma de admision para primer año. Mi menor es Luis.,cronograma de admision para primer año mi menor es luis,ADMIS_CITAS,cronograma admision año menor luis
WhatsApp,<p><b>Saber si hay disponibilidad de ingreso en inicial 3 años para Maria. Gracias.</b></p>,saber si hay disponibilidad de ingreso en inicial 3 años para maria gracias,ADMIS_VACANTES,disponibilidad ingreso inicial año maria gracias
WhatsApp,<p><b>Hola hay espacios para inicial 3 años? Mi niño se llama Juan.</b></p>,hola hay espacios para inicial 3 años mi niño se llama juan,ADMIS_VACANTES,holar espacio inicial año niño llamar juan
WhatsApp,SABER SI HAY DISPONIBILIDAD DE INGRESO EN 1ERO PRIMARIA PARA GABRIEL. GRACIAS.,saber si hay disponibilidad de ingreso en 1ero primaria para gabriel gracias,ADMIS_VACANTES,disponibilidad ingreso 1ero primario gabriel gracias
WhatsApp,Saber si hay lugares en inicial 5 años para Sebastian. Gracias.,saber si hay lugares en inicial 5 años para sebastian gracias,ADMIS_VACANTES,lugar inicial año sebastiar gracias
WhatsApp,Saber si hay vacantes en inicial 4 años para Pedro. Gracias.,saber si hay vacantes en inicial 4 años para pedro gracias,ADMIS_VACANTES,vacante inicial año pedro gracias
Email,Solicito información de cuotas y detalles para inicial 4 años. Atte: Juan.,solicito información de cuotas y detalles para inicial 4 años atte juan,ADMIS_COSTOS,solicitar información cuota detalle inicial año atte juan
WhatsApp,Saber si hay disponibilidad de ingreso en secundaria para Valentina. Gracias.,saber si hay disponibilidad de ingreso en secundaria para valentina gracias,ADMIS_VACANTES,disponibilidad ingreso secundaria valentina gracias
WhatsApp,<p><b>Hola hay vacantes para inicial 4 años? Mi niño se llama Lucia.</b></p>,hola hay vacantes para inicial 4 años mi niño se llama lucia,ADMIS_VACANTES,holar vacante inicial año niño llamar lucia
Web,REUNIÓN DE ADMISION PARA 1ERO PRIMARIA. MI MENOR ES MATEO.,reunión de admision para 1ero primaria mi menor es mateo,OTROS,reunión admision 1ero primario menor mateo
WhatsApp,Hola hay lugares para inicial 5 años? Mi niño se llama Juan.,hola hay lugares para inicial 5 años mi niño se llama juan,ADMIS_VACANTES,holar lugar inicial año niño llamar juan
Web,partidas para traslado a inicial 4 años. Postulante: Lucia.,partidas para traslado a inicial 4 años postulante lucia,ADMIS_REQUIS_DOC,partida traslado inicial año postulante lucia
Web,<p><b>requisitos para traslado a secundaria. Postulante: Sofia.</b></p>,requisitos para traslado a secundaria postulante sofia,ADMIS_REQUIS_DOC,requisito traslado secundaria postulante sofia
Web,ficha de matrícula para traslado a inicial 3 años. Postulante: Thiago.,ficha de matrícula para traslado a inicial 3 años postulante thiago,ADMIS_REQUIS_DOC,ficha matrícula traslado inicial año postulante thiago
Email,"ESTIMADOS, QUISIERA SABER LOS PENSIONES DE 1ERO PRIMARIA PARA MI HIJO NICOLAS.",estimados quisiera saber los pensiones de 1ero primaria para mi hijo nicolas,ADMIS_COSTOS,estimado querer pensión 1ero primario hijo nicola
Email,"<p><b>Estimados, quisiera saber los precios de primer grado para mi hijo Nicolas.</b></p>",estimados quisiera saber los precios de primer grado para mi hijo nicolas,ADMIS_COSTOS,estimado querer precio grado hijo nicola
WhatsApp,Hola hay espacios para 6to primaria? Mi niño se llama Luis.,hola hay espacios para 6to primaria mi niño se llama luis,ADMIS_VACANTES,holar espacio 6to primario niño llamar luis
Email,"Estimados, quisiera saber los pagos de inicial 4 años para mi hijo Lucia.",estimados quisiera saber los pagos de inicial 4 años para mi hijo lucia,ADMIS_COSTOS,estimado querer pago inicial año hijo lucia
WhatsApp,<p><b>Hola hay espacios para 5to secundaria? Mi niño se llama Ana.</b></p>,hola hay espacios para 5to secundaria mi niño se llama ana,ADMIS_VACANTES,holar espacio 5to secundario niño llamar án
Web,REQUISITOS PARA TRASLADO A INICIAL 3 AÑOS. POSTULANTE: LUIS.,requisitos para traslado a inicial 3 años postulante luis,ADMIS_REQUIS_DOC,requisito traslado inicial año postulante luis
Email,Solicito información de cuotas y detalles para 6to primaria. Atte: Gabriel.,solicito información de cuotas y detalles para 6to primaria atte gabriel,ADMIS_COSTOS,solicitar información cuota detalle 6to primaria atte gabriel
WhatsApp,Hola hay disponibilidad de ingreso para inicial 4 años? Mi niño se llama Sofia.,hola hay disponibilidad de ingreso para inicial 4 años mi niño se llama sofia,ADMIS_VACANTES,holar disponibilidad ingreso inicial año niño llamar sofia
WhatsApp,Saber si hay vacantes en inicial 4 años para Ana. Gracias.,saber si hay vacantes en inicial 4 años para ana gracias,ADMIS_VACANTES,vacante inicial año ana gracias
Web,partidas para traslado a inicial 4 años. Postulante: Juan.,partidas para traslado a inicial 4 años postulante juan,ADMIS_REQUIS_DOC,partida traslado inicial año postulante juan
Web,entrevistas de admision para primer grado. Mi menor es Ana.,entrevistas de admision para primer grado mi menor es ana,ADMIS_CITAS,entrevista admision grado menor án
Email,"ESTIMADOS, QUISIERA SABER LOS CUOTAS DE PRIMER AÑO PARA MI HIJO LUCIA.",estimados quisiera saber los cuotas de primer año para mi hijo lucia,ADMIS_COSTOS,estimado querer cuota año hijo lucia
WhatsApp,Saber si hay lugares en 1ero secundaria para Maria. Gracias.,saber si hay lugares en 1ero secundaria para maria gracias,ADMIS_VACANTES,lugar 1ero secundario maria gracias
Web,<p><b>entrevistas de admision para 5to secundaria. Mi menor es Sofia.</b></p>,entrevistas de admision para 5to secundaria mi menor es sofia,ADMIS_CITAS,entrevista admision 5to secundario menor sofia
Web,citas de admision para secundaria. Mi menor es Camila.,citas de admision para secundaria mi menor es camila,ADMIS_CITAS,cita admision secundario menor camila
Web,CHARLAS DE ADMISION PARA PRIMER AÑO. MI MENOR ES MATEO.,charlas de admision para primer año mi menor es mateo,ADMIS_CITAS,charla admision año menor mateo
Web,citas de admision para 1ero secundaria. Mi menor es Lucia.,citas de admision para 1ero secundaria mi menor es lucia,ADMIS_CITAS,cita admision 1ero secundario menor lucia
WhatsApp,Hola hay vacantes para 6to primaria? Mi niño se llama Maria.,hola hay vacantes para 6to primaria mi niño se llama maria,ADMIS_VACANTES,holar vacante 6to primaria niño llamar mario
Web,DOCUMENTOS PARA TRASLADO A SECUNDARIA. POSTULANTE: LUIS.,documentos para traslado a secundaria postulante luis,ADMIS_REQUIS_DOC,documento traslado secundaria postulante luis
Web,REUNIÓN DE ADMISION PARA SECUNDARIA. MI MENOR ES NICOLAS.,reunión de admision para secundaria mi menor es nicolas,OTROS,reunión admision secundario menor nicola
Email,Solicito información de pagos y detalles para inicial 4 años. Atte: Mateo.,solicito información de pagos y detalles para inicial 4 años atte mateo,ADMIS_COSTOS,solicitar información pago detalle inicial año atte mateo
WhatsApp,Saber si hay disponibilidad de ingreso en secundaria para Nicolas. Gracias.,saber si hay disponibilidad de ingreso en secundaria para nicolas gracias,ADMIS_VACANTES,disponibilidad ingreso secundaria nico él gracia
WhatsApp,Saber si hay espacios en inicial 4 años para Ana. Gracias.,saber si hay espacios en inicial 4 años para ana gracias,ADMIS_VACANTES,espacio inicial año ana gracias
WhatsApp,<p><b>Hola hay espacios para primer grado? Mi niño se llama Luis.</b></p>,hola hay espacios para primer grado mi niño se llama luis,ADMIS_VACANTES,holar espacio grado niño llamar luis
Email,Solicito información de pagos y detalles para inicial 4 años. Atte: Pedro.,solicito información de pagos y detalles para inicial 4 años atte pedro,ADMIS_COSTOS,solicitar información pago detalle inicial año atte pedro
Email,"Estimados, quisiera saber los precios de 6to primaria para mi hijo Sofia.",estimados quisiera saber los precios de 6to primaria para mi hijo sofia,ADMIS_COSTOS,estimado querer precio 6to primario hijo sofia
WhatsApp,Saber si hay disponibilidad de ingreso en inicial 5 años para Thiago. Gracias.,saber si hay disponibilidad de ingreso en inicial 5 años para thiago gracias,ADMIS_VACANTES,disponibilidad ingreso inicial año thiago gracias
WhatsApp,Saber si hay espacios en 1ero primaria para Mateo. Gracias.,saber si hay espacios en 1ero primaria para mateo gracias,ADMIS_VACANTES,espacio 1ero primario mateo gracias
WhatsApp,Saber si hay cupos en 6to primaria para Gabriel. Gracias.,saber si hay cupos en 6to primaria para gabriel gracias,ADMIS_VACANTES,cupo 6to primario gabriel gracias
Web,cronograma de admision para primer grado. Mi menor es Mateo.,cronograma de admision para primer grado mi menor es mateo,ADMIS_CITAS,cronograma admision grado menor mateo
Email,"ESTIMADOS, QUISIERA SABER LOS PRECIOS DE INICIAL 4 AÑOS PARA MI HIJO PEDRO.",estimados quisiera saber los precios de inicial 4 años para mi hijo pedro,ADMIS_COSTOS,estimado querer precio inicial año hijo pedro
WhatsApp,<p><b>Hola hay disponibilidad de ingreso para 5to secundaria? Mi niño se llama Sebastian.</b></p>,hola hay disponibilidad de ingreso para 5to secundaria mi niño se llama sebastian,ADMIS_VACANTES,holar disponibilidad ingreso 5to secundario niño llamar sebastian
WhatsApp,Saber si hay espacios en secundaria para Camila. Gracias.,saber si hay espacios en secundaria para camila gracias,ADMIS_VACANTES,espacio secundaria camila gracias
WhatsApp,<p><b>Saber si hay cupos en inicial 3 años para Elena. Gracias.</b></p>,saber si hay cupos en inicial 3 años para elena gracias,ADMIS_VACANTES,cupo inicial año elena gracias
WhatsApp,<p><b>Saber si hay espacios en secundaria para Pedro. Gracias.</b></p>,saber si hay espacios en secundaria para pedro gracias,ADMIS_VACANTES,espacio secundaria pedro gracias
WhatsApp,Saber si hay vacantes en 1ero primaria para Luis. Gracias.,saber si hay vacantes en 1ero primaria para luis gracias,ADMIS_VACANTES,vacante 1ero primario luis gracias
Email,Solicito información de mensualidad y detalles para inicial 3 años. Atte: Valentina.,solicito información de mensualidad y detalles para inicial 3 años atte valentina,ADMIS_COSTOS,solicitar información mensualidad detalle inicial año atte valentín
WhatsApp,Saber si hay vacantes en inicial 5 años para Maria. Gracias.,saber si hay vacantes en inicial 5 años para maria gracias,ADMIS_VACANTES,vacante inicial año maria gracias
Web,partidas para traslado a inicial 3 años. Postulante: Nicolas.,partidas para traslado a inicial 3 años postulante nicolas,ADMIS_REQUIS_DOC,partida traslado inicial año postulante nico él
Web,cronograma de admision para inicial 4 años. Mi menor es Sebastian.,cronograma de admision para inicial 4 años mi menor es sebastian,ADMIS_CITAS,cronograma admision inicial año menor sebastiar
WhatsApp,<p><b>Saber si hay espacios en inicial 4 años para Nicolas. Gracias.</b></p>,saber si hay espacios en inicial 4 años para nicolas gracias,ADMIS_VACANTES,espacio inicial año nico él gracia
Web,DOCUMENTACIÓN PARA TRASLADO A SECUNDARIA. POSTULANTE: LUIS.,documentación para traslado a secundaria postulante luis,ADMIS_REQUIS_DOC,documentación traslado secundaria postulante luis
Email,Solicito información de cuotas y detalles para 1ero secundaria. Atte: Pedro.,solicito información de cuotas y detalles para 1ero secundaria atte pedro,ADMIS_COSTOS,solicitar información cuota detalle 1ero secundario atte pedro
WhatsApp,Saber si hay lugares en primer grado para Nicolas. Gracias.,saber si hay lugares en primer grado para nicolas gracias,ADMIS_VACANTES,lugar grado nico él gracia
WhatsApp,Saber si hay cupos en primer año para Nicolas. Gracias.,saber si hay cupos en primer año para nicolas gracias,ADMIS_VACANTES,cupo año nico él gracia
Web,documentos para traslado a 6to primaria. Postulante: Maria.,documentos para traslado a 6to primaria postulante maria,ADMIS_REQUIS_DOC,documento traslado 6to primaria postulante mario
Web,citas de admision para inicial 5 años. Mi menor es Nicolas.,citas de admision para inicial 5 años mi menor es nicolas,ADMIS_CITAS,cita admision inicial año menor nicola
WhatsApp,Saber si hay vacantes en 6to primaria para Thiago. Gracias.,saber si hay vacantes en 6to primaria para thiago gracias,ADMIS_VACANTES,vacante 6to primario thiago gracias
Email,SOLICITO INFORMACIÓN DE MENSUALIDAD Y DETALLES PARA PRIMER GRADO. ATTE: GABRIEL.,solicito información de mensualidad y detalles para primer grado atte gabriel,ADMIS_COSTOS,solicitar información mensualidad detalle grado atte gabriel
WhatsApp,SABER SI HAY ESPACIOS EN INICIAL 5 AÑOS PARA MATEO. GRACIAS.,saber si hay espacios en inicial 5 años para mateo gracias,ADMIS_VACANTES,espacio inicial año mateo gracias
Email,"Estimados, quisiera saber los pagos de 1ero secundaria para mi hijo Valentina.",estimados quisiera saber los pagos de 1ero secundaria para mi hijo valentina,ADMIS_COSTOS,estimado querer pago 1ero secundario hijo valentín
Web,<p><b>requisitos para traslado a 1ero primaria. Postulante: Sebastian.</b></p>,requisitos para traslado a 1ero primaria postulante sebastian,ADMIS_REQUIS_DOC,requisito traslado 1ero primaria postulante sebastiar
Email,Solicito información de cuotas y detalles para 5to secundaria. Atte: Nicolas.,solicito información de cuotas y detalles para 5to secundaria atte nicolas,ADMIS_COSTOS,solicitar información cuota detalle 5to secundario atte nicola
WhatsApp,<p><b>Hola hay disponibilidad de ingreso para secundaria? Mi niño se llama Mateo.</b></p>,hola hay disponibilidad de ingreso para secundaria mi niño se llama mateo,ADMIS_VACANTES,holar disponibilidad ingreso secundario niño llamar mateo
Email,Solicito información de pagos y detalles para 1ero secundaria. Atte: Sebastian.,solicito información de pagos y detalles para 1ero secundaria atte sebastian,ADMIS_COSTOS,solicitar información pago detalle 1ero secundario atte sebastiar
Web,<p><b>entrevistas de admision para 1ero primaria. Mi menor es Nicolas.</b></p>,entrevistas de admision para 1ero primaria mi menor es nicolas,ADMIS_CITAS,entrevista admision 1ero primario menor nicola
Web,requisitos para traslado a inicial 5 años. Postulante: Gabriel.,requisitos para traslado a inicial 5 años postulante gabriel,ADMIS_REQUIS_DOC,requisito traslado inicial año postulante gabriel
Web,<p><b>documentos para traslado a inicial 5 años. Postulante: Maria.</b></p>,documentos para traslado a inicial 5 años postulante maria,ADMIS_REQUIS_DOC,documento traslado inicial año postulante mario
Web,citas de admision para 1ero primaria. Mi menor es Ana.,citas de admision para 1ero primaria mi menor es ana,ADMIS_CITAS,cita admision 1ero primario menor án
Web,DOCUMENTACIÓN PARA TRASLADO A SECUNDARIA. POSTULANTE: SOFIA.,documentación para traslado a secundaria postulante sofia,ADMIS_REQUIS_DOC,documentación traslado secundaria postulante sofia
Web,partidas para traslado a 5to secundaria. Postulante: Pedro.,partidas para traslado a 5to secundaria postulante pedro,ADMIS_REQUIS_DOC,partida traslado 5to secundario postulante pedro
Web,cronograma de admision para inicial 5 años. Mi menor es Gabriel.,cronograma de admision para inicial 5 años mi menor es gabriel,ADMIS_CITAS,cronograma admision inicial año menor gabriel
WhatsApp,Saber si hay espacios en primer año para Luis. Gracias.,saber si hay espacios en primer año para luis gracias,ADMIS_VACANTES,espacio año luis gracias
WhatsApp,Saber si hay disponibilidad de ingreso en inicial 3 años para Nicolas. Gracias.,saber si hay disponibilidad de ingreso en inicial 3 años para nicolas gracias,ADMIS_VACANTES,disponibilidad ingreso inicial año nico él gracia
Email,"ESTIMADOS, QUISIERA SABER LOS PENSIONES DE 1ERO PRIMARIA PARA MI HIJO CAMILA.",estimados quisiera saber los pensiones de 1ero primaria para mi hijo camila,ADMIS_COSTOS,estimado querer pensión 1ero primario hijo camilar
Web,charlas de admision para inicial 3 años. Mi menor es Nicolas.,charlas de admision para inicial 3 años mi menor es nicolas,ADMIS_CITAS,charla admision inicial año menor nicola
Email,"ESTIMADOS, QUISIERA SABER LOS PAGOS DE 1ERO SECUNDARIA PARA MI HIJO PEDRO.",estimados quisiera saber los pagos de 1ero secundaria para mi hijo pedro,ADMIS_COSTOS,estimado querer pago 1ero secundario hijo pedro
Email,Solicito información de precios y detalles para inicial 5 años. Atte: Pedro.,solicito información de precios y detalles para inicial 5 años atte pedro,ADMIS_COSTOS,solicitar información precio detalle inicial año atte pedro
WhatsApp,Saber si hay disponibilidad de ingreso en 1ero secundaria para Juan. Gracias.,saber si hay disponibilidad de ingreso en 1ero secundaria para juan gracias,ADMIS_VACANTES,disponibilidad ingreso 1ero secundario juan gracias
Web,documentos para traslado a inicial 5 años. Postulante: Nicolas.,documentos para traslado a inicial 5 años postulante nicolas,ADMIS_REQUIS_DOC,documento traslado inicial año postulante nico él
WhatsApp,Hola hay disponibilidad de ingreso para inicial 4 años? Mi niño se llama Lucia.,hola hay disponibilidad de ingreso para inicial 4 años mi niño se llama lucia,ADMIS_VACANTES,holar disponibilidad ingreso inicial año niño llamar lucia
WhatsApp,Hola hay vacantes para inicial 5 años? Mi niño se llama Mateo.,hola hay vacantes para inicial 5 años mi niño se llama mateo,ADMIS_VACANTES,holar vacante inicial año niño llamar mateo
Email,"Estimados, quisiera saber los costos de 6to primaria para mi hijo Camila.",estimados quisiera saber los costos de 6to primaria para mi hijo camila,ADMIS_COSTOS,estimado querer costo 6to primario hijo camilar
Email,"<p><b>Estimados, quisiera saber los cuotas de inicial 4 años para mi hijo Lucia.</b></p>",estimados quisiera saber los cuotas de inicial 4 años para mi hijo lucia,ADMIS_COSTOS,estimado querer cuota inicial año hijo lucia
WhatsApp,Saber si hay vacantes en inicial 3 años para Elena. Gracias.,saber si hay vacantes en inicial 3 años para elena gracias,ADMIS_VACANTES,vacante inicial año elena gracias
WhatsApp,Hola hay cupos para inicial 5 años? Mi niño se llama Sebastian.,hola hay cupos para inicial 5 años mi niño se llama sebastian,ADMIS_VACANTES,holar cupo inicial año niño llamar sebastian
Web,entrevistas de admision para 1ero secundaria. Mi menor es Sebastian.,entrevistas de admision para 1ero secundaria mi menor es sebastian,ADMIS_CITAS,entrevista admision 1ero secundario menor sebastiar
WhatsApp,SABER SI HAY LUGARES EN INICIAL 4 AÑOS PARA LUIS. GRACIAS.,saber si hay lugares en inicial 4 años para luis gracias,ADMIS_VACANTES,lugar inicial año luis gracias
Web,papeles para traslado a primer año. Postulante: Camila.,papeles para traslado a primer año postulante camila,ADMIS_REQUIS_DOC,papel traslado año postulante camilar
Email,Solicito información de pagos y detalles para primer año. Atte: Sebastian.,solicito información de pagos y detalles para primer año atte sebastian,ADMIS_COSTOS,solicitar información pago detalle año atte sebastiar
Email,<p><b>Solicito información de costos y detalles para inicial 5 años. Atte: Mateo.</b></p>,solicito información de costos y detalles para inicial 5 años atte mateo,ADMIS_COSTOS,solicitar información costo detalle inicial año atte mateo
WhatsApp,Hola hay espacios para primer grado? Mi niño se llama Sofia.,hola hay espacios para primer grado mi niño se llama sofia,ADMIS_VACANTES,holar espacio grado niño llamar sofia
Email,"<p><b>Estimados, quisiera saber los mensualidad de 6to primaria para mi hijo Thiago.</b></p>",estimados quisiera saber los mensualidad de 6to primaria para mi hijo thiago,ADMIS_COSTOS,estimado querer mensualidad 6to primario hijo thiago
Web,documentos para traslado a primer grado. Postulante: Ana.,documentos para traslado a primer grado postulante ana,ADMIS_REQUIS_DOC,documento traslado grado postulante ana
Email,<p><b>Solicito información de costos y detalles para 1ero primaria. Atte: Ana.</b></p>,solicito información de costos y detalles para 1ero primaria atte ana,ADMIS_COSTOS,solicitar información costo detalle 1ero primario attar ana
WhatsApp,Saber si hay disponibilidad de ingreso en 6to primaria para Juan. Gracias.,saber si hay disponibilidad de ingreso en 6to primaria para juan gracias,ADMIS_VACANTES,disponibilidad ingreso 6to primario juan gracias
Email,Solicito información de pagos y detalles para secundaria. Atte: Pedro.,solicito información de pagos y detalles para secundaria atte pedro,ADMIS_COSTOS,solicitar información pago detalle secundario atte pedro
Email,SOLICITO INFORMACIÓN DE PAGOS Y DETALLES PARA INICIAL 5 AÑOS. ATTE: THIAGO.,solicito información de pagos y detalles para inicial 5 años atte thiago,ADMIS_COSTOS,solicitar información pago detalle inicial año attar thiago
WhatsApp,<p><b>Hola hay espacios para inicial 4 años? Mi niño se llama Pedro.</b></p>,hola hay espacios para inicial 4 años mi niño se llama pedro,ADMIS_VACANTES,holar espacio inicial año niño llamar pedro
Email,Solicito información de pagos y detalles para inicial 4 años. Atte: Juan.,solicito información de pagos y detalles para inicial 4 años atte juan,ADMIS_COSTOS,solicitar información pago detalle inicial año atte juan
WhatsApp,Saber si hay disponibilidad de ingreso en 1ero secundaria para Valentina. Gracias.,saber si hay disponibilidad de ingreso en 1ero secundaria para valentina gracias,ADMIS_VACANTES,disponibilidad ingreso 1ero secundario valentina gracias
Web,<p><b>documentos para traslado a inicial 5 años. Postulante: Sebastian.</b></p>,documentos para traslado a inicial 5 años postulante sebastian,ADMIS_REQUIS_DOC,documento traslado inicial año postulante sebastiar
Email,"Estimados, quisiera saber los cuotas de inicial 3 años para mi hijo Nicolas.",estimados quisiera saber los cuotas de inicial 3 años para mi hijo nicolas,ADMIS_COSTOS,estimado querer cuota inicial año hijo nicola
